"DOI","Authors","Title","Source","Year","TotalCitation","TCperYear","NTC","SR","students","human","regression analysis","compressive strength","Assigned_cluster","pagerank"
"10.1002/csr.1882","AFSAR B;AL-GHAZALI B;UMRANI W","CORPORATE SOCIAL RESPONSIBILITY, WORK MEANINGFULNESS, AND EMPLOYEE ENGAGEMENT: THE JOINT MODERATING EFFECTS OF INCREMENTAL MORAL BELIEF AND MORAL IDENTITY CENTRALITY","CORPORATE SOCIAL RESPONSIBILITY AND ENVIRONMENTAL MANAGEMENT","2020","33","6.600","1.972","AFSAR B, 2020, CORP SOC RESPONSIB ENVIRON MANAGE-a","0.000","0.000","0.000","0.000","","0.000"
"10.1002/csr.1932","AFRIDI SA;AFSAR B;SHAHJEHAN A;REHMAN ZU;HAIDER M;ULLAH M","PERCEIVED CORPORATE SOCIAL RESPONSIBILITY AND INNOVATIVE WORK BEHAVIOR: THE ROLE OF EMPLOYEE VOLUNTEERISM AND AUTHENTICITY","CORPORATE SOCIAL RESPONSIBILITY AND ENVIRONMENTAL MANAGEMENT","2020","33","6.600","1.972","AFRIDI SA, 2020, CORP SOC RESPONSIB ENVIRON MANAGE","0.000","0.000","0.000","0.000","","0.000"
"10.1037/0022-3514.94.6.1018","BLANTON H;STAPEL DA","UNCONSCIOUS AND SPONTANEOUS AND ... COMPLEX: THE THREE SELVES MODEL OF SOCIAL COMPARISON ASSIMILATION AND CONTRAST","JOURNAL OF PERSONALITY AND SOCIAL PSYCHOLOGY","2008","33","1.941","1.160","BLANTON H, 2008, J PERS SOC PSYCHOL","0.000","0.000","0.000","0.000","","0.000"
"10.1007/s10479-020-03601-z","ZHENG K;ZHANG Z;GAUTHIER J","BLOCKCHAIN-BASED INTELLIGENT CONTRACT FOR FACTORING BUSINESS IN SUPPLY CHAINS","ANNALS OF OPERATIONS RESEARCH","2022","32","10.667","25.394","ZHENG K, 2022, ANN OPER RES","0.000","0.000","0.000","0.000","","0.000"
"10.1007/s10257-018-0391-1","YUAN H;QIU H;BI Y;CHANG S-H;LAM A","ANALYSIS OF COORDINATION MECHANISM OF SUPPLY CHAIN MANAGEMENT INFORMATION SYSTEM FROM THE PERSPECTIVE OF BLOCK CHAIN","INFORMATION SYSTEMS AND E-BUSINESS MANAGEMENT","2020","32","6.400","1.913","YUAN H, 2020, INF SYST E-BUS MANAGE","0.000","0.000","0.000","0.000","","0.000"
"10.1016/j.econmod.2012.05.013","ZAMAN K;IZHAR Z;KHAN MM;AHMAD M","THE RELATIONSHIP BETWEEN FINANCIAL INDICATORS AND HUMAN DEVELOPMENT IN PAKISTAN","ECONOMIC MODELLING","2012","32","2.462","1.169","ZAMAN K, 2012, ECON MODEL-a","0.000","0.000","0.000","0.000","","0.000"
"10.2308/acch.1999.13.1.1","MCEWEN RA;HUNTON JE","IS ANALYST FORECAST ACCURACY ASSOCIATED WITH ACCOUNTING INFORMATION USE?","ACCOUNTING HORIZONS","1999","32","1.231","1.280","MCEWEN RA, 1999, ACCOUNT HORIZ","0.000","0.000","0.000","0.000","","0.000"
"10.1016/j.apenergy.2017.09.046","SAMETI M;HAGHIGHAT F","A TWO-LEVEL MULTI-OBJECTIVE OPTIMIZATION FOR SIMULTANEOUS DESIGN AND SCHEDULING OF A DISTRICT ENERGY SYSTEM","APPLIED ENERGY","2017","31","3.875","1.685","SAMETI M, 2017, APPL ENERGY","0.385","0.162","0.453","0.000","","0.000"
"10.1348/000712608X318617","TSE C-S;ALTARRIBA J","THE WORD CONCRETENESS EFFECT OCCURS FOR POSITIVE, BUT NOT NEGATIVE, EMOTION WORDS IN IMMEDIATE SERIAL RECALL","BRITISH JOURNAL OF PSYCHOLOGY","2009","31","1.938","0.606","TSE C-S, 2009, BR J PSYCHOL","0.000","0.000","0.000","0.000","","0.000"
"10.1016/j.leaqua.2012.11.008","ZHANG X;WALUMBWA FO;ARYEE S;CHEN ZXG","ETHICAL LEADERSHIP, EMPLOYEE CITIZENSHIP AND WORK WITHDRAWAL BEHAVIORS: EXAMINING MEDIATING AND MODERATING PROCESSES","LEADERSHIP QUARTERLY","2013","30","2.500","0.696","ZHANG X, 2013, LEADERSH Q","0.000","0.000","0.000","0.000","","0.000"
"10.1007/s10257-018-00397-1","WU S","DESIGN OF INTERACTIVE DIGITAL MEDIA COURSE TEACHING INFORMATION QUERY SYSTEM","INFORMATION SYSTEMS AND E-BUSINESS MANAGEMENT","2020","28","5.600","1.674","WU S, 2020, INF SYST E-BUS MANAGE","0.000","0.000","0.000","0.000","","0.000"
"10.1108/JSTPM-12-2017-0071","HUTAHAYAN B;YUFRA S","INNOVATION SPEED AND COMPETITIVENESS OF FOOD SMALL AND MEDIUM-SIZED ENTERPRISES (SME) IN MALANG, INDONESIA: CREATIVE DESTRUCTION AS THE MEDIATION","JOURNAL OF SCIENCE AND TECHNOLOGY POLICY MANAGEMENT","2019","27","4.500","1.510","HUTAHAYAN B, 2019, J SCI TECHNOL POLICY MANAGE","0.000","0.000","0.000","0.000","","0.000"
"10.1007/s11205-019-02178-w","HASEEB M;SURYANTO T;HARTANI NH;JERMSITTIPARSERT K","NEXUS BETWEEN GLOBALIZATION, INCOME INEQUALITY AND HUMAN DEVELOPMENT IN INDONESIAN ECONOMY: EVIDENCE FROM APPLICATION OF PARTIAL AND MULTIPLE WAVELET COHERENCE","SOCIAL INDICATORS RESEARCH","2020","27","5.400","1.614","HASEEB M, 2020, SOC INDIC RES","0.000","0.000","0.000","0.000","","0.000"
"10.1016/j.jcps.2015.01.001","COLEMAN NV;WILLIAMS P","LOOKING FOR MY SELF: IDENTITY-DRIVEN ATTENTION ALLOCATION","JOURNAL OF CONSUMER PSYCHOLOGY","2015","27","2.700","0.975","COLEMAN NV, 2015, J CONSUM PSYCHOL","0.000","0.000","0.000","0.000","","0.000"
"10.2308/accr.2010.85.3.911","HUNTON JE;GOLD A","A FIELD EXPERIMENT COMPARING THE OUTCOMES OF THREE FRAUD BRAINSTORMING PROCEDURES: NOMINAL GROUP, ROUND ROBIN, AND OPEN DISCUSSION","ACCOUNTING REVIEW","2010","27","1.800","1.053","HUNTON JE, 2010, ACCOUNT REV","0.000","0.000","0.000","0.000","","0.000"
"10.1016/j.econmod.2012.07.006","HASSAN SA;ZAMAN K","EFFECT OF OIL PRICES ON TRADE BALANCE: NEW INSIGHTS INTO THE COINTEGRATION RELATIONSHIP FROM PAKISTAN","ECONOMIC MODELLING","2012","26","2.000","0.949","HASSAN SA, 2012, ECON MODEL","0.000","0.000","0.000","0.000","","0.000"
"10.1016/j.jclepro.2021.128474","DIN DAR MU;SHAH AI;BHAT SA;KUMAR R;HUISINGH D;KAUR R","RETRACTED: BLUE GREEN INFRASTRUCTURE AS A TOOL FOR SUSTAINABLE URBAN DEVELOPMENT","JOURNAL OF CLEANER PRODUCTION","2021","25","6.250","4.434","DIN DAR MU, 2021, J CLEAN PROD","0.000","0.000","0.000","0.000","","0.000"
"10.1002/j.2161-1920.2015.00052.x","BUTTAR HM","FORMATION OF ENTREPRENEURIAL CAREER INTENTIONS: THE ROLE OF SOCIOCOGNITIVE FACTORS","JOURNAL OF EMPLOYMENT COUNSELING","2015","25","2.500","0.902","BUTTAR HM, 2015, J EMPLOY COUNS","0.000","0.000","0.000","0.000","","0.000"
"10.1509/jmr.11.0246","SINHA J;WANG J","HOW TIME HORIZON PERCEPTIONS AND RELATIONSHIP DEFICITS AFFECT IMPULSIVE CONSUMPTION","JOURNAL OF MARKETING RESEARCH","2013","25","2.083","0.580","SINHA J, 2013, J MARK RES","0.000","0.000","0.000","0.000","","0.000"
"10.1111/j.1467-6486.2010.00934.x","HUNTON JE;ROSE JM","EFFECTS OF ANONYMOUS WHISTLE-BLOWING AND PERCEIVED REPUTATION THREATS ON INVESTIGATIONS OF WHISTLE-BLOWING ALLEGATIONS BY AUDIT COMMITTEE MEMBERS","JOURNAL OF MANAGEMENT STUDIES","2011","25","1.786","0.615","HUNTON JE, 2011, J MANAGE STUD","0.000","0.000","0.000","0.000","","0.000"
"10.1111/jofi.12868","RAMPINI AA;VISWANATHAN S;VUILLEMEY G","RISK MANAGEMENT IN FINANCIAL INSTITUTIONS","JOURNAL OF FINANCE","2020","24","4.800","1.435","RAMPINI AA, 2020, J FINANC","0.000","0.000","0.000","0.000","","0.000"
"10.1111/j.1467-6486.2011.01035.x","MIN J;MITSUHASHI H","DYNAMICS OF UNCLOSED TRIANGLES IN ALLIANCE NETWORKS: DISAPPEARANCE OF BROKERAGE POSITIONS AND PERFORMANCE CONSEQUENCES","JOURNAL OF MANAGEMENT STUDIES","2012","24","1.846","0.876","MIN J, 2012, J MANAGE STUD","0.000","0.000","0.000","0.000","","0.000"
"10.1002/ejsp.310","MARX DM;STAPEL DA","IT'S ALL IN THE TIMING: MEASURING EMOTIONAL REACTIONS TO STEREOTYPE THREAT BEFORE AND AFTER TAKING A TEST","EUROPEAN JOURNAL OF SOCIAL PSYCHOLOGY","2006","24","1.263","0.507","MARX DM, 2006, EUR J SOC PSYCHOL","0.000","0.000","0.000","0.000","","0.000"
"10.1108/JPBM-04-2020-2862","FATMA M;KHAN I;RAHMAN Z;PÉREZ A","THE SHARING ECONOMY: THE INFLUENCE OF PERCEIVED CORPORATE SOCIAL RESPONSIBILITY ON BRAND COMMITMENT","JOURNAL OF PRODUCT AND BRAND MANAGEMENT","2020","23","4.600","1.375","FATMA M, 2020, J PROD BRAND MANAGE","0.000","0.000","0.000","0.000","","0.000"
"10.1016/j.econmod.2012.04.020","ZAMAN K;KHAN MM;AHMAD M","THE RELATIONSHIP BETWEEN FOREIGN DIRECT INVESTMENT AND PRO-POOR GROWTH POLICIES IN PAKISTAN: THE NEW INTERFACE","ECONOMIC MODELLING","2012","23","1.769","0.840","ZAMAN K, 2012, ECON MODEL","0.000","0.000","0.000","0.000","","0.000"
"10.1086/697083","WILLIAMS P;COLEMAN NV;MORALES AC;CESAREO L","CONNECTIONS TO BRANDS THAT HELP OTHERS VERSUS HELP THE SELF: THE IMPACT OF INCIDENTAL AWE AND PRIDE ON CONSUMER RELATIONSHIPS WITH SOCIAL-BENEFIT AND LUXURY BRANDS","JOURNAL OF THE ASSOCIATION FOR CONSUMER RESEARCH","2018","22","3.143","0.729","WILLIAMS P, 2018, J ASSOC CONSUM RES","0.000","0.000","0.000","0.000","","0.000"
"10.1007/s00477-015-1055-z","YOUSEFI M;KHOSHNEVISAN B;SHAMSHIRBAND S;MOTAMEDI S;MD NASIR MHN;ARIF M;AHMAD R","SUPPORT VECTOR REGRESSION METHODOLOGY FOR PREDICTION OF OUTPUT ENERGY IN RICE PRODUCTION","STOCHASTIC ENVIRONMENTAL RESEARCH AND RISK ASSESSMENT","2015","22","2.200","0.794","YOUSEFI M, 2015, STOCH ENVIRON RES RISK ASSESS","0.228","0.373","0.399","0.000","","0.000"
"10.1007/s11135-014-0121-9","ARIF M;ILLAHI M;KARIM A;SHAMSHIRBAND S;ALAM KA;FARID S;IQBAL S;BUANG Z;BALAS VE","AN ARCHITECTURE OF AGENT-BASED MULTI-LAYER INTERACTIVE E-LEARNING AND E-TESTING PLATFORM","QUALITY AND QUANTITY","2015","22","2.200","0.794","ARIF M, 2015, QUAL QUANT","0.000","0.000","0.000","0.000","","0.000"
"10.1016/j.cam.2013.09.036","BEHIRY SH","SOLUTION OF NONLINEAR FREDHOLM INTEGRO-DIFFERENTIAL EQUATIONS USING A HYBRID OF BLOCK PULSE FUNCTIONS AND NORMALIZED BERNSTEIN POLYNOMIALS","JOURNAL OF COMPUTATIONAL AND APPLIED MATHEMATICS","2014","22","2.000","1.075","BEHIRY SH, 2014, J COMPUT APPL MATH","0.000","0.000","0.000","0.000","","0.000"
"10.1177/1948550611410890","FÖRSTER J;DENZLER M","SENSE CREATIVE! THE IMPACT OF GLOBAL AND LOCAL VISION, HEARING, TOUCHING, TASTING AND SMELLING ON CREATIVE AND ANALYTIC THOUGHT","SOCIAL PSYCHOLOGICAL AND PERSONALITY SCIENCE","2012","22","1.692","0.803","FÖRSTER J, 2012, SOC PSYCHOL PERS SCI","0.000","0.000","0.000","0.000","","0.000"
"10.1086/661553","LIU JE;SMEESTERS D;VOHS KD","REMINDERS OF MONEY ELICIT FEELINGS OF THREAT AND REACTANCE IN RESPONSE TO SOCIAL INFLUENCE","JOURNAL OF CONSUMER RESEARCH","2012","22","1.692","0.803","LIU JE, 2012, J CONSUM RES","0.000","0.000","0.000","0.000","","0.000"
"10.2308/acch.2005.19.2.85","HUNTON JE;STONE DN;WIER B","DOES GRADUATE BUSINESS EDUCATION CONTRIBUTE TO PROFESSIONAL ACCOUNTING SUCCESS?","ACCOUNTING HORIZONS","2005","22","1.100","0.084","HUNTON JE, 2005, ACCOUNT HORIZ","0.000","0.000","0.000","0.000","","0.000"
"10.1093/jcr/ucx036","COLEMAN NV;WILLIAMS P;MORALES AC;WHITE AE","ATTENTION, ATTITUDES, AND ACTION: WHEN AND WHY INCIDENTAL FEAR INCREASES CONSUMER CHOICE","JOURNAL OF CONSUMER RESEARCH","2017","21","2.625","1.142","COLEMAN NV, 2017, J CONSUM RES","0.000","0.000","0.000","0.000","","0.000"
"10.1108/IJCHM-08-2015-0438","KAUSHIK AK;RAHMAN Z","AN EMPIRICAL INVESTIGATION OF TOURIST’S CHOICE OF SERVICE DELIVERY OPTIONS: SSTS VS SERVICE EMPLOYEES","INTERNATIONAL JOURNAL OF CONTEMPORARY HOSPITALITY MANAGEMENT","2017","21","2.625","1.142","KAUSHIK AK, 2017, INT J CONTEMP HOSP MANAGE","0.000","0.000","0.000","0.000","","0.000"
"10.1007/s10479-015-1855-z","SHAMSHIRBAND S;SHOJAFAR M;HOSSEINABADI AAR;KARDGAR M;NASIR MHNM;AHMAD R","RETRACTION NOTE TO: OSGA: GENETIC-BASED OPEN-SHOP SCHEDULING WITH CONSIDERATION OF MACHINE MAINTENANCE IN SMALL AND MEDIUM ENTERPRISES","ANNALS OF OPERATIONS RESEARCH","2015","21","2.100","0.758","SHAMSHIRBAND S, 2015, ANN OPER RES","0.000","0.000","0.000","0.000","","0.000"
"10.1016/j.econmod.2012.05.024","ZAMAN K;KHAN MM;AHMAD M;KHILJI BA","THE RELATIONSHIP BETWEEN AGRICULTURAL TECHNOLOGIES AND CARBON EMISSIONS IN PAKISTAN: PERIL AND PROMISE","ECONOMIC MODELLING","2012","21","1.615","0.767","ZAMAN K, 2012, ECON MODEL-a-b","0.000","0.000","0.000","0.000","","0.000"
"10.1007/s10257-018-0389-8","JIN M;WANG H;ZHANG Q;ZENG Y","SUPPLY CHAIN OPTIMIZATION BASED ON CHAIN MANAGEMENT AND MASS CUSTOMIZATION","INFORMATION SYSTEMS AND E-BUSINESS MANAGEMENT","2020","20","4.000","1.195","JIN M, 2020, INF SYST E-BUS MANAGE","0.000","0.000","0.000","0.000","","0.000"
"10.1177/1476127009102672","LICHTENTHALER U;ERNST H","TECHNOLOGY LICENSING STRATEGIES: THE INTERACTION OF PROCESS AND CONTENT CHARACTERISTICS","STRATEGIC ORGANIZATION","2009","20","1.250","0.391","LICHTENTHALER U, 2009, STRATEG ORGAN","0.000","0.000","0.000","0.000","","0.000"
"10.1007/s11002-012-9215-0","CHATTERJEE P;ROSE RL;SINHA J","WHY MONEY MEANINGS MATTER IN DECISIONS TO DONATE TIME AND MONEY","MARKETING LETTERS","2013","19","1.583","0.441","CHATTERJEE P, 2013, MARK LETT","0.000","0.000","0.000","0.000","","0.000"
"10.1080/1097198X.2014.978624","ZHANG T;TANG M;LU Y;DONG D","TRUST BUILDING IN ONLINE PEER-TO-PEER LENDING","JOURNAL OF GLOBAL INFORMATION TECHNOLOGY MANAGEMENT","2014","19","1.727","0.928","ZHANG T, 2014, J GLOBAL INF TECHNOL MANAGE","0.000","0.000","0.000","0.000","","0.000"
"10.1037/a0012560","AVRAMOVA YR;STAPEL DA","MOODS AS SPOTLIGHTS: THE INFLUENCE OF MOOD ON ACCESSIBILITY EFFECTS","JOURNAL OF PERSONALITY AND SOCIAL PSYCHOLOGY","2008","19","1.118","0.668","AVRAMOVA YR, 2008, J PERS SOC PSYCHOL","0.000","0.000","0.000","0.000","","0.000"
"10.1016/j.jesp.2005.02.002","STAPEL DA;KOOMEN W","THE FLEXIBLE UNCONSCIOUS: INVESTIGATING THE JUDGMENTAL IMPACT OF VARIETIES OF UNAWARE PERCEPTION","JOURNAL OF EXPERIMENTAL SOCIAL PSYCHOLOGY","2006","19","1.000","0.402","STAPEL DA, 2006, J EXP SOC PSYCHOL-a","0.000","0.000","0.000","0.000","","0.000"
"10.1177/0022242919841595","SINHA J;BAGCHI R","ROLE OF AMBIENT TEMPERATURE IN INFLUENCING WILLINGNESS TO PAY IN AUCTIONS AND NEGOTIATIONS","JOURNAL OF MARKETING","2019","18","3.000","1.007","SINHA J, 2019, J MARK","0.000","0.000","0.000","0.000","","0.000"
"10.1007/s12239-009-0048-7","BOSE PK","EMPIRICAL APPROACH FOR PREDICTING THE CETANE NUMBER OF BIODIESEL","INTERNATIONAL JOURNAL OF AUTOMOTIVE TECHNOLOGY","2009","18","1.125","0.352","BOSE PK, 2009, INT J AUTOMOT TECHNOL","0.000","0.000","0.000","0.000","","0.000"
"10.1037/0022-3514.94.5.777","RUYS KI;STAPEL DA","HOW TO HEAT UP FROM THE COLD: EXAMINING THE PRECONDITIONS FOR (UNCONSCIOUS) MOOD EFFECTS","JOURNAL OF PERSONALITY AND SOCIAL PSYCHOLOGY","2008","18","1.059","0.633","RUYS KI, 2008, J PERS SOC PSYCHOL","0.000","0.000","0.000","0.000","","0.000"
"10.1007/s10257-019-00401-2","CHEN Y","RESEARCH ON PERSONALIZED RECOMMENDATION ALGORITHM BASED ON USER PREFERENCE IN MOBILE E-COMMERCE","INFORMATION SYSTEMS AND E-BUSINESS MANAGEMENT","2020","17","3.400","1.016","CHEN Y, 2020, INF SYST E-BUS MANAGE","0.000","0.000","0.000","0.000","","0.000"
"10.1111/j.1467-6486.2010.00994.x","ERNST H;LICHTENTHALER U;VOGT C","THE IMPACT OF ACCUMULATING AND REACTIVATING TECHNOLOGICAL EXPERIENCE ON R&D ALLIANCE PERFORMANCE","JOURNAL OF MANAGEMENT STUDIES","2011","17","1.214","0.418","ERNST H, 2011, J MANAGE STUD","0.000","0.000","0.000","0.000","","0.000"
"10.1111/j.0306-686X.2005.00592.x","HAMALAINEN P;HALL M;HOWCROFT B","A FRAMEWORK FOR MARKET DISCIPLINE IN BANK REGULATORY DESIGN","JOURNAL OF BUSINESS FINANCE AND ACCOUNTING","2005","17","0.850","0.065","HAMALAINEN P, 2005, J BUS FINANC ACCOUNT","0.000","0.000","0.000","0.000","","0.000"
"10.1007/s10551-009-0133-x","TSENG H-C;DUAN C-H;TUNG H-L;KUNG H-J","MODERN BUSINESS ETHICS RESEARCH: CONCEPTS, THEORIES, AND RELATIONSHIPS","JOURNAL OF BUSINESS ETHICS","2010","17","1.133","0.663","TSENG H-C, 2010, J BUS ETHICS","0.000","0.000","0.000","0.000","","0.000"
"10.1108/IJPHM-12-2017-0073","HUTAHAYAN B;WAHYONO","A REVIEW AND RESEARCH AGENDA IN BUSINESS MODEL INNOVATION","INTERNATIONAL JOURNAL OF PHARMACEUTICAL AND HEALTHCARE MARKETING","2019","16","2.667","0.895","HUTAHAYAN B, 2019, INT J PHARM HEALTHC MARK","0.000","0.000","0.000","0.000","","0.000"
"10.1061/(ASCE)CF.1943-5509.0000621","SAKR M","RELATIONSHIP BETWEEN INSTALLATION TORQUE AND AXIAL CAPACITIES OF HELICAL PILES IN COHESIONLESS SOILS","JOURNAL OF PERFORMANCE OF CONSTRUCTED FACILITIES","2015","16","1.600","0.577","SAKR M, 2015, J PERFORM CONSTR FACIL","0.000","0.000","0.000","0.000","","0.000"
"10.1016/j.jspi.2010.02.021","BAEK J-I;PARK S-T","CONVERGENCE OF WEIGHTED SUMS FOR ARRAYS OF NEGATIVELY DEPENDENT RANDOM VARIABLES AND ITS APPLICATIONS","JOURNAL OF STATISTICAL PLANNING AND INFERENCE","2010","16","1.067","0.624","BAEK J-I, 2010, J STAT PLANN INFERENCE","0.000","0.000","0.000","0.000","","0.000"
"10.1086/657430","TRAMPE D;STAPEL DA;SIERO FW","THE SELF-ACTIVATION EFFECT OF ADVERTISEMENTS: ADS CAN AFFECT WHETHER AND HOW CONSUMERS THINK ABOUT THE SELF","JOURNAL OF CONSUMER RESEARCH","2011","16","1.143","0.393","TRAMPE D, 2011, J CONSUM RES","0.000","0.000","0.000","0.000","","0.000"
"10.1037/a0020216","AVRAMOVA YR;STAPEL DA;LEROUGE D","MOOD AND CONTEXT-DEPENDENCE: POSITIVE MOOD INCREASES AND NEGATIVE MOOD DECREASES THE EFFECTS OF CONTEXT ON PERCEPTION","JOURNAL OF PERSONALITY AND SOCIAL PSYCHOLOGY","2010","16","1.067","0.624","AVRAMOVA YR, 2010, J PERS SOC PSYCHOL","0.000","0.000","0.000","0.000","","0.000"
"10.1016/j.paid.2012.02.015","RUSHTON JP;TEMPLER DI","DO PIGMENTATION AND THE MELANOCORTIN SYSTEM MODULATE AGGRESSION AND SEXUALITY IN HUMANS AS THEY DO IN OTHER ANIMALS?","PERSONALITY AND INDIVIDUAL DIFFERENCES","2012","16","1.231","0.584","RUSHTON JP, 2012, PERS INDIVID DIFFER","0.000","0.000","0.000","0.000","","0.000"
"10.2466/PMS.105.4.1294-1298","GUÉGUEN N","BUST SIZE AND HITCHHIKING: A FIELD STUDY","PERCEPTUAL AND MOTOR SKILLS","2007","16","0.889","0.514","GUÉGUEN N, 2007, PERCEPT MOT SKILLS","0.000","0.000","0.000","0.000","","0.000"
"10.1111/j.1468-4446.2007.00184.x","RAMJI H","EXPLORING COMMONALITY AND DIFFERENCE IN IN-DEPTH INTERVIEWING: A CASE-STUDY OF RESEARCHING BRITISH ASIAN WOMEN","BRITISH JOURNAL OF SOCIOLOGY","2008","16","0.941","0.563","RAMJI H, 2008, BRIT J SOCIOL","0.000","0.000","0.000","0.000","","0.000"
"10.2308/acch.2002.16.2.125","HALL TW;HUNTON JE;PIERCE BJ","SAMPLING PRACTICES OF AUDITORS IN PUBLIC ACCOUNTING, INDUSTRY, AND GOVERNMENT","ACCOUNTING HORIZONS","2002","16","0.696","0.427","HALL TW, 2002, ACCOUNT HORIZ","0.000","0.000","0.000","0.000","","0.000"
"10.1016/j.jesp.2010.12.013","SANNA LJ;CHANG EC;MICELI PM;LUNDBERG KB","RISING UP TO HIGHER VIRTUES: EXPERIENCING ELEVATED PHYSICAL HEIGHT UPLIFTS PROSOCIAL ACTIONS","JOURNAL OF EXPERIMENTAL SOCIAL PSYCHOLOGY","2011","15","1.071","0.369","SANNA LJ, 2011, J EXP SOC PSYCHOL","0.000","0.000","0.000","0.000","","0.000"
"10.1006/jesp.1997.9997","STAPEL DA;SCHWARZ N","SIMILARITIES AND DIFFERENCES BETWEEN THE IMPACT OF TRAITS AND EXPECTANCIES: WHAT MATTERS IS WHETHER THE TARGET STIMULUS IS AMBIGUOUS OR MIXED","JOURNAL OF EXPERIMENTAL SOCIAL PSYCHOLOGY","1998","15","0.556","1.000","STAPEL DA, 1998, J EXP SOC PSYCHOL","0.000","0.000","0.000","0.000","","0.000"
"10.1006/obhd.1998.2802","STAPEL DA;KOOMEN W","INTERPRETATION VERSUS REFERENCE FRAMING: ASSIMILATION AND CONTRAST EFFECTS IN THE ORGANIZATIONAL DOMAIN","ORGANIZATIONAL BEHAVIOR AND HUMAN DECISION PROCESSES","1998","15","0.556","1.000","STAPEL DA, 1998, ORGAN BEHAV HUM DECIS PROCESSES","0.000","0.000","0.000","0.000","","0.000"
"10.1093/jcr/ucx061","DONG P;ZHONG C-B","WITNESSING MORAL VIOLATIONS INCREASES CONFORMITY IN CONSUMPTION","JOURNAL OF CONSUMER RESEARCH","2017","14","1.750","0.761","DONG P, 2017, J CONSUM RES-a","0.000","0.000","0.000","0.000","","0.000"
"10.1177/0149206315569313","DEGEEST DS;FOLLMER EH;WALTER SL;O'BOYLE EH","THE BENEFITS OF BENEFITS: A DYNAMIC APPROACH TO MOTIVATION-ENHANCING HUMAN RESOURCE PRACTICES AND ENTREPRENEURIAL SURVIVAL","JOURNAL OF MANAGEMENT","2017","14","1.750","0.761","DEGEEST DS, 2017, J MANAGE","0.000","0.000","0.000","0.000","","0.000"
"10.1016/j.econmod.2012.09.023","ZAMAN K;KHILJI BA","THE RELATIONSHIP BETWEEN GROWTH-INEQUALITY-POVERTY TRIANGLE AND PRO-POOR GROWTH POLICIES IN PAKISTAN: THE TWIN DISAPPOINTMENTS","ECONOMIC MODELLING","2013","14","1.167","0.325","ZAMAN K, 2013, ECON MODEL","0.000","0.000","0.000","0.000","","0.000"
"10.1002/ejsp.656","FÖRSTER J","HOW LOVE AND SEX CAN INFLUENCE RECOGNITION OF FACES AND WORDS: A PROCESSING MODEL ACCOUNT","EUROPEAN JOURNAL OF SOCIAL PSYCHOLOGY","2010","14","0.933","0.546","FÖRSTER J, 2010, EUR J SOC PSYCHOL","0.000","0.000","0.000","0.000","","0.000"
"10.1177/0038038510362483","WRIGHT CY;DARKO N;STANDEN PJ;PATEL TG","VISUAL RESEARCH METHODS: USING CAMERAS TO EMPOWER SOCIALLY EXCLUDED BLACK YOUTH","SOCIOLOGY","2010","14","0.933","0.546","WRIGHT CY, 2010, SOCIOLOGY","0.000","0.000","0.000","0.000","","0.000"
"10.1080/17487870903105346","CHONG A;GUILLEN J;LOPEZ-DE-SILANES F","CORPORATE GOVERNANCE REFORM AND FIRM VALUE IN MEXICO: AN EMPIRICAL ASSESSMENT","JOURNAL OF ECONOMIC POLICY REFORM","2009","14","0.875","0.274","CHONG A, 2009, J ECON POLICY REFORM","0.000","0.000","0.000","0.000","","0.000"
"10.1007/s10257-019-00399-7","LIU J;LIU C;ZHANG L;XU Y","RESEARCH ON SALES INFORMATION PREDICTION SYSTEM OF E-COMMERCE ENTERPRISES BASED ON TIME SERIES MODEL","INFORMATION SYSTEMS AND E-BUSINESS MANAGEMENT","2020","13","2.600","0.777","LIU J, 2020, INF SYST E-BUS MANAGE","0.000","0.000","0.000","0.000","","0.000"
"10.1007/s11192-016-2142-8","LIN AJ;HSU C-L;CHIANG C-H","BIBLIOMETRIC STUDY OF ELECTRONIC COMMERCE RESEARCH IN INFORMATION SYSTEMS & MIS JOURNALS","SCIENTOMETRICS","2016","13","1.444","0.672","LIN AJ, 2016, SCIENTOMETRICS","0.000","0.000","0.000","0.000","","0.000"
"10.1016/j.ribaf.2015.04.001","SCHINCKUS C","THE VALUATION OF SOCIAL IMPACT BONDS: AN INTRODUCTORY PERSPECTIVE WITH THE PETERBOROUGH SIB","RESEARCH IN INTERNATIONAL BUSINESS AND FINANCE","2015","13","1.300","0.469","SCHINCKUS C, 2015, RES INT BUS FINANC","0.000","0.000","0.000","0.000","","0.000"
"10.1016/j.jesp.2010.05.018","SANNA LJ;LUNDBERG KB;PARKS CD;CHANG EC","THINK AND ACT GLOBALLY, THINK AND ACT LOCALLY: COOPERATION DEPENDS ON MATCHING CONSTRUAL TO ACTION LEVELS IN SOCIAL DILEMMAS","JOURNAL OF EXPERIMENTAL SOCIAL PSYCHOLOGY","2010","13","0.867","0.507","SANNA LJ, 2010, J EXP SOC PSYCHOL","0.000","0.000","0.000","0.000","","0.000"
"10.1016/j.jesp.2011.02.010","SMEESTERS D;LIU JE","THE EFFECT OF COLOR (RED VERSUS BLUE) ON ASSIMILATION VERSUS CONTRAST IN PRIME-TO-BEHAVIOR EFFECTS","JOURNAL OF EXPERIMENTAL SOCIAL PSYCHOLOGY","2011","13","0.929","0.320","SMEESTERS D, 2011, J EXP SOC PSYCHOL","0.000","0.000","0.000","0.000","","0.000"
